,algorithm,machine,psize,model,parameters,crossValid,-2l,AIC,CAIC,BIC,HQIC,infTime.mean
0,sqldbHD,lasdpc,300,Gamma,10.1663110991852 0.035100358122317,-318.112792369503,-1609.51068522039,-1605.51068522039,-1605.4986491120599,-1601.7801062847197,-1595.69517466242,0.0540666666667676
1,sqldbHD,lasdpc,300,Weibull,4.02007030180312 0.392500678705087,-354.221004803042,-1775.2043912806798,-1771.2043912806798,-1771.1923551723498,-1767.4738123450102,-1761.3888807227102,0.0712380952401353
2,sqldbHD,lasdpc,300,Normal,0.356805626331842 0.097747624487763,-361.266993393385,-1812.87066816607,-1808.87066816607,-1808.85863205775,-1805.1400892304102,-1799.05515760811,0.00533333333441988
3,sqldbHD,lasdpc,300,T.Normal,0.356755238775637 0.0978469654644521,-362.252044486092,-1813.13462698538,-1809.13462698538,-1809.1225908770498,-1805.4040480497101,-1799.3191164274103,0.0356666666646359
4,sqldbHD,lasdpc,300,Lognormal,-1.08055319642071 0.373451010791637,-246.671019257379,-1293.1692265249198,-1289.1692265249198,-1289.1571904165899,-1285.43864758925,-1279.3537159669502,0.007333333334018891
5,sqldbHD,lasdpc,300,OLL-GG,0.607775012871049 39.538696782794 0.0342133014514105 2.05696100200084,-358.51188688531096,-1797.5474803479199,-1789.5474803479199,-1789.5072793429001,-1782.0863224766001,-1769.916459232,1.09950000000117
6,sqldbHD,lasdpc,300,Kw-CWG,0.0237564933928377 0.718111796153441 13.6130506614965 2.6137243287707 11.2417925353099,-358.480140619567,-1793.77566526243,-1783.77566526243,-1783.7153030893899,-1774.44921792327,-1759.2368888675198,0.9717816747730639
7,sqldbHD,lasdpc,300,G.Gamma,0.415231169522406 4.5444147780121 0.821624499723218,-353.921629513873,-1776.5942881151398,-1770.5942881151398,-1770.5701917295999,-1764.99841971165,-1755.8710222782001,0.0605185185176432
8,sqldbHD,lasdpc,300,E.Weibull,4.52951139450291 0.4093471654984 0.818266738427891,-351.02864634363294,-1776.9193406852899,-1770.9193406852899,-1770.89524429975,-1765.3234722818,-1756.19607484835,0.10233333333410499
0,sqldbHD,lasdpc,150,Gamma,8.11877444039225 0.0217156141881888,-561.670818324327,-2818.2135980177504,-2814.2135980177504,-2814.20156190943,-2810.48301908209,-2804.39808745979,0.0728666666681723
1,sqldbHD,lasdpc,150,Weibull,3.95330234367823 0.19338574964785,-621.008588389849,-3112.15499470531,-3108.15499470531,-3108.14295859698,-3104.4244157696503,-3098.33948414735,0.0233500000009371
2,sqldbHD,lasdpc,150,Normal,0.176088691412652 0.0496145160865837,-633.255004478915,-3169.09590451722,-3165.09590451722,-3165.0838684089003,-3161.3653255815602,-3155.2803939592604,0.0068888888894839
3,sqldbHD,lasdpc,150,T.Normal,0.176052306358971 0.0496960438881066,-632.636131996799,-3169.48615632331,-3165.48615632331,-3165.47412021498,-3161.75557738765,-3155.67064576535,0.0462222222219376
4,sqldbHD,lasdpc,150,Lognormal,-1.7993550224757 0.443078342857312,-459.699992305924,-2388.85286308575,-2384.85286308575,-2384.84082697742,-2381.12228415008,-2375.03735252778,0.00766666666539903
5,sqldbHD,lasdpc,150,OLL-GG,0.296304614544501 23.7074126578764 0.0600883393456936 1.923286887491,-632.120162708287,-3166.9498711315996,-3158.9498711315996,-3158.9096701265803,-3151.48871326027,-3139.3188500156703,1.14437499999985
6,sqldbHD,lasdpc,150,Kw-CWG,0.0108349138854669 0.965855333919344 17.9973127000245 1.57654894161411 9.32121021816925,-635.840525999564,-3184.40279151899,-3174.40279151899,-3174.3424293459498,-3165.0763441798304,-3149.86401512408,1.1384779526260829
7,sqldbHD,lasdpc,150,G.Gamma,0.229913877736198 6.61889799145325 0.459286666366952,-626.649886052916,-3144.70502073719,-3138.70502073719,-3138.68092435165,-3133.1091523336895,-3123.98175490024,0.0743703703709697
8,sqldbHD,lasdpc,150,E.Weibull,6.28127627109284 0.220437405559092 0.484843129442496,-627.5227494216649,-3144.92398586698,-3138.92398586698,-3138.89988948144,-3133.3281174634803,-3124.20072003003,0.18811111110995601
0,dijkstra,andromeda,1M,Gamma,20 0.000903549032530864,-1646.3003696667001,-8231.501848333492,-8227.501848333492,-8227.48981222517,-8223.77126939783,-8217.686337775529,0.110000000001552
1,dijkstra,andromeda,1M,Weibull,4.8701540244899 0.0194578076217402,-1642.45065731991,-8302.88345610637,-8298.88345610637,-8298.871419998051,-8295.152877170709,-8289.06794554841,0.0820000000006985
2,dijkstra,andromeda,1M,Normal,0.0180709806506173 0.00340194378244039,-1705.29763966786,-8529.93955359237,-8525.93955359237,-8525.92751748404,-8522.2089746567,-8516.124043034399,0.0325555555593585
3,dijkstra,andromeda,1M,T.Normal,0.0180709806506173 0.00340194378244039,-1705.12266771031,-8529.9396620463,-8525.9396620463,-8525.92762593797,-8522.20908311063,-8516.12415148833,0.146222222221291
4,dijkstra,andromeda,1M,Lognormal,-4.03831413083641 0.284728469823934,-1514.89694922078,-7751.193822341,-7747.193822341,-7747.18178623268,-7743.463243405341,-7737.378311783041,0.0204444444469926
5,dijkstra,andromeda,1M,OLL-GG,0.0642088035869206 4.11287234416871 0.144553661418783 8.18224162603812,-1715.85047134134,-8584.618679527059,-8576.618679527059,-8576.57847852204,-8569.157521655741,-8556.98765841114,1.5096874999990202
6,dijkstra,andromeda,1M,Kw-CWG,0.0237569388559059 1.82606559691028 128.864170071991 1.88881614970497 0.91673399246339,-1453.49260965552,-8606.89061413812,-8596.89061413812,-8596.830251965079,-8587.56416679896,-8572.35183774321,42.954110810811834
7,dijkstra,andromeda,1M,G.Gamma,0.0129639220628824 2.98547545632115 3.01364763131714,-1679.8555724077498,-8407.72006969631,-8401.72006969631,-8401.69597331077,-8396.124201292809,-8386.99680385936,0.140384615383832
8,dijkstra,andromeda,1M,E.Weibull,3.35169488541927 0.0159097277126437 2.79678607026706,-1681.64063807594,-8418.379392195551,-8412.379392195551,-8412.35529581001,-8406.78352379205,-8397.656126358599,0.236814814814823
0,mandelbrot,halley,10000,Gamma,5 0.000943491628000367,-1949.42850852113,-9747.142542605641,-9743.142542605641,-9743.13050649731,-9739.41196366997,-9733.327032047671,0.0913333333320528
1,mandelbrot,halley,10000,Weibull,2.57577836195149 0.00530087471298538,-1955.3951402323,-9778.76502755082,-9774.76502755082,-9774.75299144249,-9771.03444861515,-9764.94951699285,0.0701111111120554
2,mandelbrot,halley,10000,Normal,0.00471745814000183 0.0017805517178426,-1964.15012586163,-9824.78695131017,-9820.78695131017,-9820.77491520184,-9817.0563723745,-9810.9714407522,0.0306666666615961
3,mandelbrot,halley,10000,T.Normal,0.00471682597559179 0.00182182843257321,-1966.3814953736103,-9833.35450368754,-9829.35450368754,-9829.34246757922,-9825.62392475188,-9819.53899312958,0.10655555555584001
4,mandelbrot,halley,10000,Lognormal,-5.44449755776053 0.498920256246637,-1883.6875326292397,-9441.738309110591,-9437.738309110591,-9437.72627300226,-9434.00773017492,-9427.922798552621,0.0177777777797827
5,mandelbrot,halley,10000,OLL-GG,0.0202661955250011 1.70029542031939 0.308590584902512 5.49057555284827,-2014.64691753478,-10079.8078938243,-10071.8078938243,-10071.767692819201,-10064.3467359529,-10052.1768727083,1.1709375000009499
6,mandelbrot,halley,10000,Kw-CWG,0.550122927328359 1.00319752015772 255.300893776919 3.66233517140019 5.62405578844055,-1754.55251334191,-9862.395261780799,-9852.395261780799,-9852.334899607758,-9843.06881444164,-9827.856485385892,29.541482520064264
7,mandelbrot,halley,10000,G.Gamma,0.00393054753087101 1.98322926149406 1.73839821151311,-1962.8757947338001,-9814.37897366898,-9808.37897366898,-9808.354877283442,-9802.783105265491,-9793.65570783204,0.146925925927698
8,mandelbrot,halley,10000,E.Weibull,2.05147520823713 0.00423706088356222 1.89075705651181,-1966.4546647741897,-9832.273323870959,-9826.273323870959,-9826.24922748542,-9820.67745546747,-9811.55005803402,0.282333333333588
0,sqldbSSD,halley,300,Gamma,1.87250251182033 0.04966436396675,-573.616198012007,-2945.11045438341,-2941.11045438341,-2941.09841827508,-2937.37987544774,-2931.29494382544,0.0632727272723886
1,sqldbSSD,halley,300,Weibull,1.00105356432812 0.0930782937183502,-515.187609063465,-2750.12527022397,-2746.12527022397,-2746.11323411565,-2742.3946912883102,-2736.30975966601,0.0305000000043947
2,sqldbSSD,halley,300,Normal,0.0930088620738524 0.290489646685602,96.54507202838292,365.498424622851,369.498424622851,369.510460731176,373.229003558515,379.31393518081495,0.00477777777673004
3,sqldbSSD,halley,300,T.Normal,-5.08242054007381 0.622671709073644,-656.405260342487,-3282.02630171243,-3278.02630171243,-3278.0142656041103,-3274.29572277677,-3268.2107911544704,0.116222222222455
4,sqldbSSD,halley,300,Lognormal,-2.66513985327309 0.466353167810441,-790.714307248152,-4018.0291663290504,-4014.0291663290504,-4014.01713022073,-4010.29858739339,-4004.21365577109,0.00866666666600698
5,sqldbSSD,halley,300,OLL-GG,0.979445182739431 0.0583196230683955 1.16882425357113 56.6058940738886,-890.858777300786,-4457.07980865671,-4449.07980865671,-4449.03960765168,-4441.61865078538,-4429.448787540779,1.02192307692335
6,sqldbSSD,halley,300,Kw-CWG,1 0.283226543608009 7526.55426956848 500.711621144094 2.41697692299325,-826.897464370226,-4135.00549069875,-4125.00549069875,-4124.94512852571,-4115.67904335959,-4100.46671430384,0.9711568240872035
7,sqldbSSD,halley,300,G.Gamma,0.00127153301712862 0.526832353348195 8.67905243129434,-717.562077743698,-3587.89542572098,-3581.89542572098,-3581.87132933544,-3576.29955731748,-3567.1721598840295,0.09607407407235799
8,sqldbSSD,halley,300,E.Weibull,0.567604678600793 0.00572517020400985 45.1716068598579,-769.4819017301489,-3983.0477189784497,-3977.0477189784497,-3977.0236225928998,-3971.4518505749497,-3962.3244531415003,0.19992592592758202
0,sqldbHD,halley,150,Gamma,5.98766620555419 0.173410551311173,201.98201409645,1007.09805853994,1011.09805853994,1011.1100946482599,1014.8286374756,1020.9135690978999,0.0520000000028328
1,sqldbHD,halley,150,Weibull,2.71818116201061 1.16350260438081,201.816559137146,989.030636808654,993.030636808654,993.0426729169791,996.761215744319,1002.8461473666199,0.0273333333337048
2,sqldbHD,halley,150,Normal,1.03830121503688 0.398337274808748,200.236610767268,996.961835426651,1000.9618354266499,1000.97387153498,1004.6924143623199,1010.77734598462,0.0048888888882680104
3,sqldbHD,halley,150,T.Normal,1.03176111555656 0.406773287963881,199.41975040913502,986.8570325700841,990.8570325700841,990.869068678409,994.587611505748,1000.6725431280499,0.0204444444437589
4,sqldbHD,halley,150,Lognormal,-0.0482198847323354 0.456636919182759,238.700393414571,1173.70146019216,1177.70146019216,1177.71349630048,1181.43203912782,1187.51697075012,0.00666666666479109
5,sqldbHD,halley,150,OLL-GG,2.73830613678255 2.6601749231522 0.294846103591178 2.88303877450154,462.899607217388,952.834083417088,960.834083417088,960.8742844221131,968.295241288416,980.4651045330161,0.9333750000023431
6,sqldbHD,halley,150,Kw-CWG,0.0245496112797774 0.712008974842664 6.48217013669483 1.95780970945498 2.11806103208364,189.89796407778198,943.195272581298,953.195272581298,953.255634754337,962.521719920459,977.734048976209,0.9411639910821047
7,sqldbHD,halley,150,G.Gamma,0.822663623484888 1.97380896330752 1.8069838568688,199.098982780199,970.951984281842,976.951984281842,976.976080667384,982.547852685338,991.675250118788,0.03814814814810501
8,sqldbHD,halley,150,E.Weibull,2.12407206331324 0.970940497513773 1.6637549914754,197.669124167332,970.013841971771,976.013841971771,976.0379383573129,981.609710375267,990.737107808717,0.0644444444430216
0,dijkstra,andromeda,2M,Gamma,20 0.00180117179058415,-1425.24205410059,-7126.294849506829,-7122.294849506829,-7122.2828133984995,-7118.56427057116,-7112.47933894886,0.124066666665991
1,dijkstra,andromeda,2M,Weibull,5.85716630497205 0.0381324013890838,-1452.93571417051,-7345.10337976703,-7341.10337976703,-7341.0913436587,-7337.37280083136,-7331.287869209059,0.0981875000024957
2,dijkstra,andromeda,2M,Normal,0.0360234358116829 0.00521197588176127,-1533.8987971724698,-7676.71542793938,-7672.71542793938,-7672.70339183105,-7668.984849003709,-7662.89991738141,0.0302222222235287
3,dijkstra,andromeda,2M,T.Normal,0.0360234358116829 0.00521197588176127,-1531.2160053604598,-7676.715427944159,-7672.715427944159,-7672.703391835841,-7668.9848490085,-7662.8999173862,0.156111111112599
4,dijkstra,andromeda,2M,Lognormal,-3.34122763212482 0.261470061544849,-1053.1819194540599,-6527.45363810646,-6523.45363810646,-6523.44160199814,-6519.723059170799,-6513.6381275485,0.0204444444453758
5,dijkstra,andromeda,2M,OLL-GG,0.0960727269127356 4.09977117529338 0.191119339737374 8.59551907130571,-1558.79376418948,-7800.06088411832,-7792.06088411832,-7792.020683113299,-7784.599726246999,-7772.4298630023995,1.8818749999973101
6,dijkstra,andromeda,2M,Kw-CWG,0.0860722121239163 2.99441904889623 42.9145352211624 2.32770122978618 0.865248148571057,-1283.25603308765,-7750.99102104178,-7740.99102104178,-7740.9306588687405,-7731.664573702621,-7716.45224464687,44.91496169603922
7,dijkstra,andromeda,2M,G.Gamma,0.0268054399267208 3.63172420183649 3.24477235558147,-1493.59414174056,-7494.98995328655,-7488.98995328655,-7488.96585690101,-7483.394084883059,-7474.266687449609,0.12222222222071301
8,dijkstra,andromeda,2M,E.Weibull,4.23278997623895 0.0325728821809961 2.80655668971974,-1497.48243419496,-7510.4387039636795,-7504.4387039636795,-7504.41460757813,-7498.842835560179,-7489.71543812673,0.22748148148012803
0,dijkstra,halley,2M,Gamma,2.13701141719587 0.00487641056950333,-1479.43675828339,-7402.35851056693,-7398.35851056693,-7398.34647445861,-7394.627931631271,-7388.54300000897,0.11975000000044599
1,dijkstra,halley,2M,Weibull,1.4491749373616 0.0115625528617399,-1465.2026281474402,-7347.87527840442,-7343.87527840442,-7343.8632422961,-7340.144699468759,-7334.05976784646,0.0935294117636444
2,dijkstra,halley,2M,Normal,0.0104214939599197 0.00815453466105988,-1343.84282462375,-6781.485146255611,-6777.485146255611,-6777.47311014729,-6773.75456731995,-6767.66963569765,0.0252222222221058
3,dijkstra,halley,2M,T.Normal,-0.00387461522350916 0.0146908598080968,-1428.8053998426599,-7201.139136524351,-7197.139136524351,-7197.12710041603,-7193.40855758869,-7187.32362596639,0.10033333333558399
4,dijkstra,halley,2M,Lognormal,-4.81431783820285 0.748812592663776,-1473.40986414445,-7369.29455678616,-7365.29455678616,-7365.28252067783,-7361.563977850491,-7355.479046228191,0.0134444444459708
5,dijkstra,halley,2M,OLL-GG,0.0113568066697727 0.942275295865931 1.1028196526677 1.65124347185515,-1478.80354843837,-7398.07526457182,-7390.07526457182,-7390.035063566791,-7382.614106700491,-7370.444243455891,1.15656249999847
6,dijkstra,halley,2M,Kw-CWG,1 0.351285660237836 217.029159057653 8.86905355926471 13.4461396790392,-1482.50125670383,-7417.186530461709,-7407.186530461709,-7407.126168288671,-7397.86008312255,-7382.6477540668,27.64762951410149
7,dijkstra,halley,2M,G.Gamma,0.0056978561631347 1.03645555677191 1.89693727578326,-1479.32512073146,-7397.957114773841,-7391.957114773841,-7391.933018388291,-7386.36124637034,-7377.233848936891,0.13074074074069802
8,dijkstra,halley,2M,E.Weibull,0.994851966069529 0.00633828615266218 2.39334570037331,-1480.64419374136,-7407.07529616636,-7401.07529616636,-7401.051199780821,-7395.479427762859,-7386.352030329409,0.294814814815052
