algorithm,machine,problem size,time
sqldbHD,halley,1500,120.628587138
sqldbHD,halley,1500,121.281697452
sqldbHD,halley,1500,123.205850377
sqldbHD,halley,1500,122.757374261
sqldbHD,halley,1500,121.469043376
sqldbHD,halley,1500,118.930804803
sqldbHD,halley,1500,120.815528569
sqldbHD,halley,1500,122.492488825
sqldbHD,halley,1500,121.135930273
sqldbHD,halley,1500,120.262999050
sqldbHD,halley,1500,122.291341990
sqldbHD,halley,1500,122.094254449
sqldbHD,halley,1500,122.197418271
sqldbHD,halley,1500,121.535937718
sqldbHD,halley,1500,119.954086935
sqldbHD,halley,1500,121.603546363
sqldbHD,halley,1500,122.454110701
sqldbHD,halley,1500,122.340534905
sqldbHD,halley,1500,120.972018537
sqldbHD,halley,1500,121.936279429
sqldbHD,halley,1500,120.242447149
sqldbHD,halley,1500,120.874591753
sqldbHD,halley,1500,122.993790381
sqldbHD,halley,1500,122.300373342
sqldbHD,halley,1500,124.450992443
sqldbHD,halley,1500,121.206030240
sqldbHD,halley,1500,121.241602437
sqldbHD,halley,1500,122.697911419
sqldbHD,halley,1500,122.647124443
sqldbHD,halley,1500,120.139365939
sqldbHD,halley,1500,121.016843317
sqldbHD,halley,1500,121.451388377
sqldbHD,halley,1500,123.425501978
sqldbHD,halley,1500,124.150959974
sqldbHD,halley,1500,119.662690713
sqldbHD,halley,1500,121.269229517
sqldbHD,halley,1500,122.974072599
sqldbHD,halley,1500,123.048026287
sqldbHD,halley,1500,121.768512422
sqldbHD,halley,1500,121.218577720
sqldbHD,halley,1500,122.059752196
sqldbHD,halley,1500,121.324961320
sqldbHD,halley,1500,122.508136619
sqldbHD,halley,1500,121.841677273
sqldbHD,halley,1500,120.980976723
sqldbHD,halley,1500,120.545272076
sqldbHD,halley,1500,122.306952945
sqldbHD,halley,1500,122.031358007
sqldbHD,halley,1500,121.197112381
sqldbHD,halley,1500,119.502561132
sqldbHD,halley,1500,121.406497104
sqldbHD,halley,1500,120.893736914
sqldbHD,halley,1500,124.404456152
sqldbHD,halley,1500,121.035212930
sqldbHD,halley,1500,120.392348499
sqldbHD,halley,1500,121.352406857
sqldbHD,halley,1500,122.070848268
sqldbHD,halley,1500,122.461975232
sqldbHD,halley,1500,120.134392993
sqldbHD,halley,1500,120.275512719
sqldbHD,halley,1500,123.737580329
sqldbHD,halley,1500,122.696514677
sqldbHD,halley,1500,123.058805418
sqldbHD,halley,1500,122.384888027
sqldbHD,halley,1500,119.201191909
sqldbHD,halley,1500,121.764215447
sqldbHD,halley,1500,121.384677970
sqldbHD,halley,1500,122.775658148
sqldbHD,halley,1500,120.360271400
sqldbHD,halley,1500,122.461088309
sqldbHD,halley,1500,122.538933834
sqldbHD,halley,1500,123.075170747
sqldbHD,halley,1500,122.898683369
sqldbHD,halley,1500,121.596570622
sqldbHD,halley,1500,121.367863799
sqldbHD,halley,1500,119.271128139
sqldbHD,halley,1500,122.564990658
sqldbHD,halley,1500,121.397769817
sqldbHD,halley,1500,121.421669827
sqldbHD,halley,1500,119.934053543
sqldbHD,halley,1500,122.172659421
sqldbHD,halley,1500,122.982313103
sqldbHD,halley,1500,121.494491262
sqldbHD,halley,1500,119.286031599
sqldbHD,halley,1500,118.958457961
sqldbHD,halley,1500,120.621018555
sqldbHD,halley,1500,122.599760716
sqldbHD,halley,1500,121.376926804
sqldbHD,halley,1500,121.052175395
sqldbHD,halley,1500,122.206595322
sqldbHD,halley,1500,122.583545599
sqldbHD,halley,1500,122.797818929
sqldbHD,halley,1500,121.973654592
sqldbHD,halley,1500,121.234755864
sqldbHD,halley,1500,121.070653932
sqldbHD,halley,1500,119.692087783
sqldbHD,halley,1500,121.436523957
sqldbHD,halley,1500,121.136985062
sqldbHD,halley,1500,121.092849411
sqldbHD,halley,1500,122.373832014
sqldbHD,halley,1500,119.589999160
sqldbHD,halley,1500,124.133866304
sqldbHD,halley,1500,119.770467629
sqldbHD,halley,1500,121.118225481
sqldbHD,halley,1500,120.791565374
sqldbHD,halley,1500,120.777063230
sqldbHD,halley,1500,121.527818256
sqldbHD,halley,1500,121.192442665
sqldbHD,halley,1500,122.312637289
sqldbHD,halley,1500,120.593304733
sqldbHD,halley,1500,121.603701468
sqldbHD,halley,1500,125.883566155
sqldbHD,halley,1500,123.604301279
sqldbHD,halley,1500,121.966483231
sqldbHD,halley,1500,119.454020242
sqldbHD,halley,1500,122.492776090
sqldbHD,halley,1500,121.433258218
sqldbHD,halley,1500,121.997682590
sqldbHD,halley,1500,121.760588284
sqldbHD,halley,1500,121.750289153
sqldbHD,halley,1500,121.683009088
sqldbHD,halley,1500,122.784243309
sqldbHD,halley,1500,125.652948164
sqldbHD,halley,1500,120.861617409
sqldbHD,halley,1500,120.150098296
sqldbHD,halley,1500,123.782525077
sqldbHD,halley,1500,123.313637787
sqldbHD,halley,1500,121.643965924
sqldbHD,halley,1500,121.145627133
sqldbHD,halley,1500,119.804605902
sqldbHD,halley,1500,122.022502337
sqldbHD,halley,1500,121.885854723
sqldbHD,halley,1500,121.547354909
sqldbHD,halley,1500,120.784868463
sqldbHD,halley,1500,120.579486276
sqldbHD,halley,1500,121.850345081
sqldbHD,halley,1500,122.499509650
sqldbHD,halley,1500,120.175523757
sqldbHD,halley,1500,121.912392624
sqldbHD,halley,1500,122.394957954
sqldbHD,halley,1500,121.861867442
sqldbHD,halley,1500,122.097837238
sqldbHD,halley,1500,122.360339113
sqldbHD,halley,1500,120.901338526
sqldbHD,halley,1500,122.513517284
sqldbHD,halley,1500,121.424686865
sqldbHD,halley,1500,122.467862560
sqldbHD,halley,1500,120.340330967
sqldbHD,halley,1500,120.742492320
sqldbHD,halley,1500,120.496676525
sqldbHD,halley,1500,121.955145422
sqldbHD,halley,1500,123.235123059
sqldbHD,halley,1500,120.476114155
sqldbHD,halley,1500,120.277036110
sqldbHD,halley,1500,122.435685554
sqldbHD,halley,1500,121.830271904
sqldbHD,halley,1500,121.660126837
sqldbHD,halley,1500,122.384165298
sqldbHD,halley,1500,121.610502746
sqldbHD,halley,1500,122.300665325
sqldbHD,halley,1500,121.352152565
sqldbHD,halley,1500,120.705075251
sqldbHD,halley,1500,119.959469394
sqldbHD,halley,1500,120.259615598
sqldbHD,halley,1500,121.208071130
sqldbHD,halley,1500,121.169260849
sqldbHD,halley,1500,121.526532041
sqldbHD,halley,1500,120.541169449
sqldbHD,halley,1500,119.071438039
sqldbHD,halley,1500,120.849839096
sqldbHD,halley,1500,122.623456233
sqldbHD,halley,1500,121.502213141
sqldbHD,halley,1500,120.011837249
sqldbHD,halley,1500,121.373741224
sqldbHD,halley,1500,120.825781038
sqldbHD,halley,1500,122.203959727
sqldbHD,halley,1500,121.265782924
sqldbHD,halley,1500,121.920709832
sqldbHD,halley,1500,121.330491387
sqldbHD,halley,1500,122.729246621
sqldbHD,halley,1500,122.055093160
sqldbHD,halley,1500,124.174608505
sqldbHD,halley,1500,120.962693772
sqldbHD,halley,1500,120.077700123
sqldbHD,halley,1500,122.508885942
sqldbHD,halley,1500,122.772913207
sqldbHD,halley,1500,120.410277772
sqldbHD,halley,1500,120.221495464
sqldbHD,halley,1500,120.848027027
sqldbHD,halley,1500,120.183299851
sqldbHD,halley,1500,119.709952065
sqldbHD,halley,1500,118.775652775
sqldbHD,halley,1500,120.527226914
sqldbHD,halley,1500,120.816321667
sqldbHD,halley,1500,122.115358362
sqldbHD,halley,1500,119.986831632
sqldbHD,halley,1500,120.298022328
sqldbHD,halley,1500,120.087614026
sqldbHD,halley,1500,120.729333247
sqldbHD,halley,1500,119.828887350
sqldbHD,halley,1500,122.631005025
sqldbHD,halley,1500,120.863967741
sqldbHD,halley,1500,120.026531141
sqldbHD,halley,1500,121.689062779
sqldbHD,halley,1500,120.802371133
sqldbHD,halley,1500,122.690963912
sqldbHD,halley,1500,117.809772427
sqldbHD,halley,1500,121.975251187
sqldbHD,halley,1500,120.272496584
sqldbHD,halley,1500,119.640826153
sqldbHD,halley,1500,121.500544726
sqldbHD,halley,1500,124.220711566
sqldbHD,halley,1500,122.416464472
sqldbHD,halley,1500,119.830797250
sqldbHD,halley,1500,127.314823630
sqldbHD,halley,1500,120.655134466
sqldbHD,halley,1500,120.846802327
sqldbHD,halley,1500,122.137919568
sqldbHD,halley,1500,120.327350146
sqldbHD,halley,1500,123.463211253
sqldbHD,halley,1500,119.970037246
sqldbHD,halley,1500,121.341902393
sqldbHD,halley,1500,120.644699199
sqldbHD,halley,1500,120.200451726
sqldbHD,halley,1500,121.379146406
sqldbHD,halley,1500,124.634657114
sqldbHD,halley,1500,120.866644479
sqldbHD,halley,1500,120.816581909
sqldbHD,halley,1500,119.847989615
sqldbHD,halley,1500,124.050977940
sqldbHD,halley,1500,122.684776053
sqldbHD,halley,1500,121.403046328
sqldbHD,halley,1500,122.372903531
sqldbHD,halley,1500,121.786069840
sqldbHD,halley,1500,123.004727924
sqldbHD,halley,1500,121.966565329
sqldbHD,halley,1500,122.412504188
sqldbHD,halley,1500,121.348290045
sqldbHD,halley,1500,123.394007651
sqldbHD,halley,1500,124.746164965
sqldbHD,halley,1500,123.898554824
sqldbHD,halley,1500,121.671978753
sqldbHD,halley,1500,121.031701582
sqldbHD,halley,1500,122.549298991
sqldbHD,halley,1500,121.210338359
sqldbHD,halley,1500,118.465109247
sqldbHD,halley,1500,120.593226063
sqldbHD,halley,1500,120.139300821
sqldbHD,halley,1500,120.951161172
sqldbHD,halley,1500,121.877060113
sqldbHD,halley,1500,122.450712071
sqldbHD,halley,1500,122.685442691
sqldbHD,halley,1500,121.301288811
sqldbHD,halley,1500,121.322170024
sqldbHD,halley,1500,124.053379359
sqldbHD,halley,1500,121.475806884
sqldbHD,halley,1500,122.693647252
sqldbHD,halley,1500,120.785384270
sqldbHD,halley,1500,121.159704677
sqldbHD,halley,1500,123.526900392
sqldbHD,halley,1500,121.880368621
sqldbHD,halley,1500,122.014496341
sqldbHD,halley,1500,122.119207481
sqldbHD,halley,1500,122.218939719
sqldbHD,halley,1500,122.202751629
sqldbHD,halley,1500,121.983567669
sqldbHD,halley,1500,122.018700499
sqldbHD,halley,1500,122.359463336
sqldbHD,halley,1500,121.914803652
sqldbHD,halley,1500,123.134050275
sqldbHD,halley,1500,123.083439179
sqldbHD,halley,1500,120.246943270
sqldbHD,halley,1500,121.600704229
sqldbHD,halley,1500,122.433288923
sqldbHD,halley,1500,123.147731534
sqldbHD,halley,1500,122.199879826
sqldbHD,halley,1500,121.582624262
sqldbHD,halley,1500,120.714573297
sqldbHD,halley,1500,122.746453887
sqldbHD,halley,1500,123.131969208
sqldbHD,halley,1500,122.055746835
sqldbHD,halley,1500,120.086662764
sqldbHD,halley,1500,121.049197894
sqldbHD,halley,1500,122.294670201
sqldbHD,halley,1500,121.159398839
sqldbHD,halley,1500,121.893296977
sqldbHD,halley,1500,122.507300742
sqldbHD,halley,1500,121.934327327
sqldbHD,halley,1500,123.056220434
sqldbHD,halley,1500,120.492136414
sqldbHD,halley,1500,122.490322860
sqldbHD,halley,1500,122.161813761
sqldbHD,halley,1500,122.249657451
sqldbHD,halley,1500,122.214397296
sqldbHD,halley,1500,120.818619779
sqldbHD,halley,1500,122.218998116
sqldbHD,halley,1500,121.282255470
sqldbHD,halley,1500,122.938734298
sqldbHD,halley,1500,121.293145300
sqldbHD,halley,1500,122.151749841
sqldbHD,halley,1500,122.802369455
sqldbHD,halley,1500,122.146650487
sqldbHD,halley,1500,120.428229060
sqldbHD,halley,1500,122.055083408
sqldbHD,halley,1500,121.058359458
sqldbHD,halley,1500,121.824237744
sqldbHD,halley,1500,120.787283463
sqldbHD,halley,1500,122.085232002
sqldbHD,halley,1500,123.330290414
sqldbHD,halley,1500,122.743303757
sqldbHD,halley,1500,119.985786340
sqldbHD,halley,1500,121.904323198
sqldbHD,halley,1500,121.076780096
sqldbHD,halley,1500,123.027014300
sqldbHD,halley,1500,121.787666121
sqldbHD,halley,1500,121.197458746
sqldbHD,halley,1500,121.873353267
sqldbHD,halley,1500,122.281081885
sqldbHD,halley,1500,122.118609612
sqldbHD,halley,1500,120.870855810
sqldbHD,halley,1500,121.701844078
sqldbHD,halley,1500,121.417661504
sqldbHD,halley,1500,121.311079973
sqldbHD,halley,1500,122.306829210
sqldbHD,halley,1500,120.368458085
sqldbHD,halley,1500,120.726509610
sqldbHD,halley,1500,120.843565875
sqldbHD,halley,1500,122.939026330
sqldbHD,halley,1500,123.197421993
sqldbHD,halley,1500,121.966251086
sqldbHD,halley,1500,118.594507832
sqldbHD,halley,1500,120.944269459
sqldbHD,halley,1500,121.026660497
sqldbHD,halley,1500,123.512766322
sqldbHD,halley,1500,121.238879020
sqldbHD,halley,1500,120.912012264
sqldbHD,halley,1500,122.274504215
sqldbHD,halley,1500,122.729495285
sqldbHD,halley,1500,122.302949589
sqldbHD,halley,1500,121.480301893
sqldbHD,halley,1500,120.564468578
sqldbHD,halley,1500,119.517194576
sqldbHD,halley,1500,123.068455179
sqldbHD,halley,1500,120.915677763
sqldbHD,halley,1500,120.467125007
sqldbHD,halley,1500,121.486132193
sqldbHD,halley,1500,120.285765016
sqldbHD,halley,1500,120.096010231
sqldbHD,halley,1500,122.690652531
sqldbHD,halley,1500,118.467795658
sqldbHD,halley,1500,121.814420504
sqldbHD,halley,1500,122.463794416
sqldbHD,halley,1500,123.786101054
sqldbHD,halley,1500,123.960302842
sqldbHD,halley,1500,121.061940667
sqldbHD,halley,1500,118.966067627
sqldbHD,halley,1500,121.587822593
sqldbHD,halley,1500,123.343440354
sqldbHD,halley,1500,122.428780480
sqldbHD,halley,1500,121.148794588
sqldbHD,halley,1500,121.594498350
sqldbHD,halley,1500,120.322450510
sqldbHD,halley,1500,124.448319458
sqldbHD,halley,1500,121.919653603
sqldbHD,halley,1500,121.223720786
sqldbHD,halley,1500,122.798733030
sqldbHD,halley,1500,121.791946924
sqldbHD,halley,1500,123.685905006
sqldbHD,halley,1500,122.353988217
sqldbHD,halley,1500,120.533765378
sqldbHD,halley,1500,121.066618830
sqldbHD,halley,1500,120.360539440
sqldbHD,halley,1500,121.920151557
sqldbHD,halley,1500,123.345499507
sqldbHD,halley,1500,120.932391560
sqldbHD,halley,1500,122.364369477
sqldbHD,halley,1500,122.809553871
sqldbHD,halley,1500,124.718754662
sqldbHD,halley,1500,122.930914629
sqldbHD,halley,1500,121.690799937
sqldbHD,halley,1500,121.067660628
sqldbHD,halley,1500,123.890637302
sqldbHD,halley,1500,123.032523116
sqldbHD,halley,1500,121.247818615
sqldbHD,halley,1500,120.358941892
sqldbHD,halley,1500,121.235282703
sqldbHD,halley,1500,122.068913353
sqldbHD,halley,1500,124.661971604
sqldbHD,halley,1500,121.125698408
sqldbHD,halley,1500,120.691080884
sqldbHD,halley,1500,121.153585137
sqldbHD,halley,1500,122.096091263
sqldbHD,halley,1500,123.648331759
sqldbHD,halley,1500,121.302909489
sqldbHD,halley,1500,122.118947906
sqldbHD,halley,1500,120.959968860
sqldbHD,halley,1500,122.466744751
sqldbHD,halley,1500,122.464750613
sqldbHD,halley,1500,122.853521660
sqldbHD,halley,1500,121.471434378
sqldbHD,halley,1500,122.733483649
sqldbHD,halley,1500,120.812564680
sqldbHD,halley,1500,121.830922811
sqldbHD,halley,1500,121.730475374
sqldbHD,halley,1500,121.894006449
sqldbHD,halley,1500,120.713552613
sqldbHD,halley,1500,122.107042268
sqldbHD,halley,1500,123.225482614
sqldbHD,halley,1500,120.101197084
sqldbHD,halley,1500,119.326587910
sqldbHD,halley,1500,123.138453619
sqldbHD,halley,1500,124.049810459
sqldbHD,halley,1500,122.856504125
sqldbHD,halley,1500,120.790582155
sqldbHD,halley,1500,121.407880971
sqldbHD,halley,1500,124.369478327
sqldbHD,halley,1500,123.799168169
sqldbHD,halley,1500,125.025075665
sqldbHD,halley,1500,121.574680617
sqldbHD,halley,1500,123.230870636
sqldbHD,halley,1500,120.099783607
sqldbHD,halley,1500,123.977911990
sqldbHD,halley,1500,122.482459687
sqldbHD,halley,1500,121.825655218
sqldbHD,halley,1500,119.017156659
sqldbHD,halley,1500,121.560567596
sqldbHD,halley,1500,123.135430503
sqldbHD,halley,1500,119.793601567
sqldbHD,halley,1500,121.879234603
sqldbHD,halley,1500,120.004892701
sqldbHD,halley,1500,122.355471375
sqldbHD,halley,1500,122.915513775
sqldbHD,halley,1500,121.986969071
sqldbHD,halley,1500,121.198193886
sqldbHD,halley,1500,122.551866443
sqldbHD,halley,1500,122.718908257
sqldbHD,halley,1500,124.644510382
sqldbHD,halley,1500,121.478161309
sqldbHD,halley,1500,121.756686825
sqldbHD,halley,1500,120.310022476
sqldbHD,halley,1500,123.588745182
sqldbHD,halley,1500,121.090935626
sqldbHD,halley,1500,122.211684849
sqldbHD,halley,1500,120.962193879
sqldbHD,halley,1500,122.248025939
sqldbHD,halley,1500,122.585797060
sqldbHD,halley,1500,121.198977995
sqldbHD,halley,1500,123.263528915
sqldbHD,halley,1500,120.067705555
sqldbHD,halley,1500,119.718179357
sqldbHD,halley,1500,121.534379425
sqldbHD,halley,1500,123.135325315
sqldbHD,halley,1500,119.744668775
sqldbHD,halley,1500,121.696320580
sqldbHD,halley,1500,120.904465422
sqldbHD,halley,1500,123.637054858
sqldbHD,halley,1500,123.148110562
sqldbHD,halley,1500,123.857381836
sqldbHD,halley,1500,122.177093334
sqldbHD,halley,1500,121.659688645
sqldbHD,halley,1500,121.683658127
sqldbHD,halley,1500,122.176077817
sqldbHD,halley,1500,120.711796797
sqldbHD,halley,1500,121.211624522
sqldbHD,halley,1500,121.211989224
sqldbHD,halley,1500,122.377920682
sqldbHD,halley,1500,122.319191272
sqldbHD,halley,1500,121.075193268
sqldbHD,halley,1500,120.143963028
sqldbHD,halley,1500,122.132720940
sqldbHD,halley,1500,122.263226389
sqldbHD,halley,1500,120.856397943
sqldbHD,halley,1500,123.903109509
sqldbHD,halley,1500,119.984512028
sqldbHD,halley,1500,123.836884842
sqldbHD,halley,1500,121.852397952
sqldbHD,halley,1500,123.080636583
sqldbHD,halley,1500,124.315890590
sqldbHD,halley,1500,120.932065096
sqldbHD,halley,1500,120.818029769
sqldbHD,halley,1500,122.701720662
sqldbHD,halley,1500,123.061750318
sqldbHD,halley,1500,120.829510332
sqldbHD,halley,1500,120.650644665
sqldbHD,halley,1500,121.603454583
sqldbHD,halley,1500,122.862469596
sqldbHD,halley,1500,123.416555502
sqldbHD,halley,1500,121.605400853
sqldbHD,halley,1500,121.582064627
sqldbHD,halley,1500,120.306173372
sqldbHD,halley,1500,120.521721086
sqldbHD,halley,1500,120.014452361
sqldbHD,halley,1500,120.385115518
sqldbHD,halley,1500,121.093918898
sqldbHD,halley,1500,121.723740667
sqldbHD,halley,1500,122.538407109
sqldbHD,halley,1500,121.215606454
sqldbHD,halley,1500,121.977727787
sqldbHD,halley,1500,119.653620525
sqldbHD,halley,1500,121.518195142
sqldbHD,halley,1500,122.684939072
sqldbHD,halley,1500,120.863114217
sqldbHD,halley,1500,121.494082145
sqldbHD,halley,1500,121.475761302
sqldbHD,halley,1500,123.222048186
sqldbHD,halley,1500,121.946950530
sqldbHD,halley,1500,125.189642733
sqldbHD,halley,1500,124.224807189
sqldbHD,halley,1500,123.430406072
sqldbHD,halley,1500,122.116684270
sqldbHD,halley,1500,123.083060639
sqldbHD,halley,1500,120.909768718
sqldbHD,halley,1500,121.554700507
sqldbHD,halley,1500,121.575394910
sqldbHD,halley,1500,123.372216803
sqldbHD,halley,1500,124.474696042
sqldbHD,halley,1500,121.402295829
sqldbHD,halley,1500,121.186377196
sqldbHD,halley,1500,122.465361237
sqldbHD,halley,1500,123.601693046
sqldbHD,halley,1500,123.913050021
sqldbHD,halley,1500,122.413925190
sqldbHD,halley,1500,121.678207584
sqldbHD,halley,1500,121.563744471
sqldbHD,halley,1500,122.784701667
sqldbHD,halley,1500,124.521999833
sqldbHD,halley,1500,122.101331893
sqldbHD,halley,1500,122.914642040
sqldbHD,halley,1500,122.085344537
sqldbHD,halley,1500,125.035230419
sqldbHD,halley,1500,125.490326558
sqldbHD,halley,1500,123.599676169
sqldbHD,halley,1500,121.335904128
sqldbHD,halley,1500,123.809656794
sqldbHD,halley,1500,122.545321408
sqldbHD,halley,1500,124.431850463
sqldbHD,halley,1500,122.320938608
sqldbHD,halley,1500,123.098198015
sqldbHD,halley,1500,120.680238745
sqldbHD,halley,1500,123.634018255
sqldbHD,halley,1500,122.194071410
sqldbHD,halley,1500,120.180494857
sqldbHD,halley,1500,120.827978104
sqldbHD,halley,1500,121.227683815
sqldbHD,halley,1500,123.501233968
sqldbHD,halley,1500,121.375796059
sqldbHD,halley,1500,122.845955975
sqldbHD,halley,1500,121.986983856
sqldbHD,halley,1500,122.332778435
sqldbHD,halley,1500,124.093642254
sqldbHD,halley,1500,122.126389178
sqldbHD,halley,1500,122.037601665
sqldbHD,halley,1500,120.898763036
sqldbHD,halley,1500,122.837502139
sqldbHD,halley,1500,124.986727926
sqldbHD,halley,1500,121.666121221
sqldbHD,halley,1500,122.947864740
sqldbHD,halley,1500,123.397210128
sqldbHD,halley,1500,124.464238840
sqldbHD,halley,1500,122.981718029
sqldbHD,halley,1500,122.571188753
sqldbHD,halley,1500,122.279407159
sqldbHD,halley,1500,122.910843823
sqldbHD,halley,1500,123.464738539
sqldbHD,halley,1500,124.381906984
sqldbHD,halley,1500,123.580225545
sqldbHD,halley,1500,122.298135296
sqldbHD,halley,1500,122.030156666
sqldbHD,halley,1500,121.159897058
sqldbHD,halley,1500,123.250873555
sqldbHD,halley,1500,120.922234411
sqldbHD,halley,1500,124.214800258
sqldbHD,halley,1500,122.350874106
sqldbHD,halley,1500,123.719348473
sqldbHD,halley,1500,123.233633440
sqldbHD,halley,1500,122.569107441
sqldbHD,halley,1500,121.362157038
sqldbHD,halley,1500,120.784611573
sqldbHD,halley,1500,124.245213879
sqldbHD,halley,1500,123.398688715
sqldbHD,halley,1500,122.136287687
sqldbHD,halley,1500,122.226680802
sqldbHD,halley,1500,119.501480900
sqldbHD,halley,1500,123.215393357
sqldbHD,halley,1500,120.714595493
sqldbHD,halley,1500,123.350205463
sqldbHD,halley,1500,122.709595580
sqldbHD,halley,1500,120.717304592
sqldbHD,halley,1500,122.741945199
sqldbHD,halley,1500,122.296865394
sqldbHD,halley,1500,121.134022506
sqldbHD,halley,1500,123.469854824
sqldbHD,halley,1500,124.051078927
sqldbHD,halley,1500,122.775497281
sqldbHD,halley,1500,123.816541868
sqldbHD,halley,1500,122.124576735
sqldbHD,halley,1500,122.238620444
sqldbHD,halley,1500,123.314946262
sqldbHD,halley,1500,123.100500009
sqldbHD,halley,1500,121.200704409
sqldbHD,halley,1500,120.354721343
sqldbHD,halley,1500,119.733587971
sqldbHD,halley,1500,122.042755521
sqldbHD,halley,1500,121.966820920
sqldbHD,halley,1500,121.831149262
sqldbHD,halley,1500,122.648849216
sqldbHD,halley,1500,121.461838096
sqldbHD,halley,1500,121.624906440
sqldbHD,halley,1500,124.482210051
sqldbHD,halley,1500,123.282708327
sqldbHD,halley,1500,121.936619898
sqldbHD,halley,1500,122.392244229
sqldbHD,halley,1500,123.954115770
sqldbHD,halley,1500,124.248212562
sqldbHD,halley,1500,122.702392980
sqldbHD,halley,1500,121.611736447
sqldbHD,halley,1500,120.837598210
sqldbHD,halley,1500,122.748907152
sqldbHD,halley,1500,122.770575192
sqldbHD,halley,1500,122.386282952
sqldbHD,halley,1500,121.729663464
sqldbHD,halley,1500,121.966007677
sqldbHD,halley,1500,121.084255682
sqldbHD,halley,1500,122.418547312
sqldbHD,halley,1500,123.117951363
sqldbHD,halley,1500,121.211733537
sqldbHD,halley,1500,118.772875708
sqldbHD,halley,1500,124.284614459
sqldbHD,halley,1500,121.493024969
sqldbHD,halley,1500,121.519749260
sqldbHD,halley,1500,120.957831815
sqldbHD,halley,1500,123.605093306
sqldbHD,halley,1500,123.421661621
sqldbHD,halley,1500,122.247566981
sqldbHD,halley,1500,119.747873845
sqldbHD,halley,1500,122.663200889
sqldbHD,halley,1500,121.798236563
sqldbHD,halley,1500,122.797056898
sqldbHD,halley,1500,121.502850102
sqldbHD,halley,1500,121.327824905
sqldbHD,halley,1500,121.187739900
sqldbHD,halley,1500,122.053988485
sqldbHD,halley,1500,123.158709303
sqldbHD,halley,1500,122.856317979
sqldbHD,halley,1500,120.230112109
sqldbHD,halley,1500,121.485324592
sqldbHD,halley,1500,122.802006988
sqldbHD,halley,1500,124.799364352
sqldbHD,halley,1500,121.691816201
sqldbHD,halley,1500,121.342095097
sqldbHD,halley,1500,121.644467168
sqldbHD,halley,1500,122.878494768
sqldbHD,halley,1500,123.810329829
sqldbHD,halley,1500,122.367530510
sqldbHD,halley,1500,123.879135814
sqldbHD,halley,1500,121.345725401
sqldbHD,halley,1500,122.588432353
sqldbHD,halley,1500,122.785060737
sqldbHD,halley,1500,121.208252619
sqldbHD,halley,1500,122.910398259
sqldbHD,halley,1500,122.811497259
sqldbHD,halley,1500,122.190282280
sqldbHD,halley,1500,122.303880892
sqldbHD,halley,1500,121.810238369
sqldbHD,halley,1500,121.601144016
sqldbHD,halley,1500,123.508721681
sqldbHD,halley,1500,122.658321525
sqldbHD,halley,1500,122.043346349
sqldbHD,halley,1500,123.510366864
sqldbHD,halley,1500,121.109949881
sqldbHD,halley,1500,122.646524545
sqldbHD,halley,1500,123.518062488
sqldbHD,halley,1500,124.042884514
sqldbHD,halley,1500,121.904679363
sqldbHD,halley,1500,121.907019592
sqldbHD,halley,1500,123.094752150
sqldbHD,halley,1500,122.817716980
sqldbHD,halley,1500,123.687046644
sqldbHD,halley,1500,121.530754533
sqldbHD,halley,1500,120.875683048
sqldbHD,halley,1500,122.212956035
sqldbHD,halley,1500,124.551549688
sqldbHD,halley,1500,122.145716444
sqldbHD,halley,1500,120.072991052
sqldbHD,halley,1500,120.638855676
sqldbHD,halley,1500,121.461778846
sqldbHD,halley,1500,123.525740162
sqldbHD,halley,1500,123.582270514
sqldbHD,halley,1500,120.607770582
sqldbHD,halley,1500,121.615421514
sqldbHD,halley,1500,121.832230044
sqldbHD,halley,1500,124.929679336
sqldbHD,halley,1500,122.189175601
sqldbHD,halley,1500,123.734230324
sqldbHD,halley,1500,122.252486146
sqldbHD,halley,1500,120.888562395
sqldbHD,halley,1500,124.418624354
sqldbHD,halley,1500,121.265789094
sqldbHD,halley,1500,122.104124517
sqldbHD,halley,1500,120.563150140
sqldbHD,halley,1500,121.879591819
sqldbHD,halley,1500,122.317447405
sqldbHD,halley,1500,122.895333846
sqldbHD,halley,1500,121.717399742
sqldbHD,halley,1500,122.235457703
sqldbHD,halley,1500,122.765351007
sqldbHD,halley,1500,123.883640862
sqldbHD,halley,1500,123.726049325
sqldbHD,halley,1500,123.782048543
sqldbHD,halley,1500,123.469882489
sqldbHD,halley,1500,122.331751906
sqldbHD,halley,1500,124.140820981
sqldbHD,halley,1500,122.854429637
sqldbHD,halley,1500,122.627013783
sqldbHD,halley,1500,124.303125988
sqldbHD,halley,1500,123.784900557
sqldbHD,halley,1500,120.991172831
sqldbHD,halley,1500,123.205777549
sqldbHD,halley,1500,122.253760798
sqldbHD,halley,1500,124.141951454
sqldbHD,halley,1500,122.476398368
sqldbHD,halley,1500,122.487606253
sqldbHD,halley,1500,123.278168068
sqldbHD,halley,1500,124.003190721
sqldbHD,halley,1500,123.381491753
sqldbHD,halley,1500,123.347791520
sqldbHD,halley,1500,123.610420355
sqldbHD,halley,1500,123.923322887
sqldbHD,halley,1500,123.867343555
sqldbHD,halley,1500,123.178373349
sqldbHD,halley,1500,124.128040188
sqldbHD,halley,1500,123.739972453
sqldbHD,halley,1500,123.342896199
sqldbHD,halley,1500,122.880122487
sqldbHD,halley,1500,122.501162160
sqldbHD,halley,1500,121.843116642
